id,emotion1,emotion2,emotion3,emotion4,emotion5,emotion6
3208,0.0078437055,0.466586398,0.0063972596,0.0172595228,0.3897877075,0.1121254913
3209,0.0514269955,0.5952922851,0.0195575785,0.2707032971,0.0351682706,0.0278516287
3210,0.0300364662,0.3511924967,0.4866322628,0.127034694,0.0030923039,0.0020117858
3211,0.3021250516,0.2915703095,0.0169459824,0.3025390208,0.0818701256,0.0049495024
3212,0.0288152602,0.9172098041,0.02881312,0.0215691645,0.0024336015,0.0011590896
3213,0.4796577343,0.5166101363,0.0015781222,0.0012421515,0.0004139117,0.0004980433
3214,0.5109787565,0.1185559965,0.0025442603,0.3612303785,0.0056157254,0.0010749286
3215,0.4892506716,0.4971210584,0.0024674807,0.0098808941,0.0008173865,0.0004625565
3216,0.0063434662,0.9765583873,0.0030543953,0.0114443814,0.0017552018,0.0008442312
3217,0.0279998987,0.0034599459,0.0012216295,0.9642140269,0.0026165284,0.0004879875
3218,0.9988445938,0.0001930702,0.0001523352,0.000328638,0.0003596771,0.0001216987
3219,0.000889938,0.9948027134,0.0018092847,0.0018333681,0.0003155846,0.000349094
3220,0.0159251794,0.0055877616,0.0008512961,0.9726505578,0.0045872077,0.0003980738
3221,0.0072729103,0.4350640762,0.0022362064,0.5517150015,0.0027694753,0.0009423628
3222,0.0110330583,0.8861694336,0.0037433339,0.0921955441,0.0059182198,0.0009404425
3223,0.0044886461,0.0040153912,0.0006163875,0.9812670052,0.0092016894,0.0004109394
3224,0.0592184458,0.0282537476,0.0036133658,0.8995932639,0.0082853955,0.0010357636
3225,0.0770916063,0.5527286902,0.0059738217,0.3500528447,0.0112460908,0.002906982
3226,0.5935626477,0.0357262453,0.0014459069,0.3223808032,0.0454757137,0.0014086697
3227,0.9888533354,0.0064838924,0.0008762526,0.0029069153,0.0005685762,0.0003111296
3228,0.0057138376,0.4776578969,0.0022862867,0.0311737135,0.4822830255,0.0008852538
3229,0.0555628379,0.9170843959,0.0016372739,0.0206740192,0.004222685,0.0008186929
3230,0.0007884516,0.9896867871,0.0007819484,0.0004536774,0.0005846331,0.0077045057
3231,0.0517600342,0.0753510818,0.0052589912,0.8507107198,0.0147019683,0.0022172022
3232,0.326944151,0.004605894,0.0010476179,0.6657587339,0.0012811964,0.0003624614
3233,0.1895705462,0.4883217067,0.0213385774,0.2901299447,0.0087312669,0.0019079746
3234,0.0248872731,0.0991139458,0.0024947416,0.8415877223,0.0304457553,0.0014706126
3235,0.2855225801,0.1368899494,0.1806051582,0.024989469,0.0696605891,0.3023322225
3236,0.0128807686,0.7171936631,0.010346435,0.2523893118,0.0036296379,0.0035601933
3237,0.0168402168,0.0480156625,0.0020255688,0.9229089618,0.0091986775,0.001010904
3238,0.0131087843,0.2982958257,0.0062114089,0.6504409313,0.0256813746,0.006261657
3239,0.5117875095,0.2851922721,0.0044039357,0.1919570177,0.0051402416,0.0015190065
3240,0.0084829656,0.0009281228,0.000438485,0.9891639948,0.000748884,0.0002375996
3241,0.1452151779,0.0572592663,0.0025346723,0.6622427702,0.1261599101,0.0065881635
3242,0.1438902905,0.0221658964,0.0023156255,0.5833741426,0.246299658,0.0019543758
3243,0.3631324135,0.2621326894,0.0049975961,0.3474883828,0.0203428133,0.0019060767
3244,0.3403397799,0.4449934959,0.0960662067,0.0660315529,0.0487637855,0.0038052383
3245,0.0079647515,0.686191231,0.0124031971,0.2881819974,0.0037999945,0.001458874
3246,0.0144733672,0.5061854403,0.0503183233,0.4102152449,0.0148345178,0.0039731377
3247,0.0235310411,0.2378332615,0.0112884175,0.6700518727,0.0519275595,0.0053678243
3248,0.004564479,0.9901720881,0.0015203515,0.0027761227,0.0004655498,0.0005014238
3249,0.0333999461,0.1909862794,0.0055262023,0.7530388236,0.0150823626,0.0019664186
3250,0.0073480089,0.3795412709,0.0052879047,0.6047670543,0.0021721776,0.0008836262
3251,0.0483523841,0.0584428676,0.002838581,0.6075862423,0.2731924221,0.0095874974
3252,0.0298770878,0.0083294157,0.0020896782,0.695110172,0.2592248321,0.0053688632
3253,0.3368799845,0.1772234775,0.0039917063,0.4143418446,0.0651343085,0.0024285934
3254,0.0041781012,0.9489405751,0.013239814,0.029531043,0.0019065733,0.0022038536
3255,0.0125186318,0.0374593642,0.0031964736,0.4644478578,0.4813570163,0.0010206201
3256,0.0280142558,0.6235097767,0.0024748316,0.0143432679,0.3311108622,0.0005471068
3257,0.5895828158,0.0135760627,0.0023381553,0.3855692074,0.0077900669,0.001143654
3258,0.2189339004,0.0660952893,0.0045113596,0.6756557226,0.0327658616,0.0020378849
3259,0.3047352135,0.0249388553,0.0024533288,0.6488337517,0.0178610329,0.0011777292
3260,0.5000547131,0.0055435022,0.0007163548,0.4923485891,0.0009438392,0.0003929501
3261,0.0058093553,0.1674962847,0.0076132357,0.8146886528,0.0032068146,0.001185619
3262,0.0574323591,0.8538165689,0.0408018725,0.0445280802,0.0019177058,0.0015033904
3263,0.4807143025,0.0428197961,0.0020181849,0.466064062,0.0073817959,0.0010017896
3264,0.4783045535,0.0086710542,0.009522686,0.4960166272,0.0067999319,0.0006851853
3265,0.9987603724,0.0002979371,0.0001501022,0.0004689352,0.0001932535,0.0001294228
3266,0.2763402052,0.3650321316,0.0034517805,0.3468877003,0.0066471105,0.0016410565
3267,0.0016670973,0.5010463592,0.4829803724,0.009878781,0.0019586279,0.0024687636
3268,0.2766094506,0.0254568639,0.002395072,0.6831058562,0.0115271928,0.0009055265
3269,0.9754346013,0.0026084634,0.0035136628,0.0153046641,0.0027077827,0.0004308617
3270,0.0600913765,0.1800263855,0.0047262166,0.7438281775,0.0098878024,0.001440048
3271,0.4982586667,0.4944923713,0.0006891145,0.0052288097,0.0008578971,0.0004731772
3272,0.3323693738,0.0012299154,0.0007436468,0.2887923609,0.3761498296,0.0007148842
3273,0.2725761058,0.2032405647,0.0726600475,0.4436371028,0.0051092405,0.002776928
3274,0.2889173683,0.0846376512,0.0042593223,0.6039610654,0.0162207237,0.0020038857
3275,0.0281804325,0.1236102302,0.0067603006,0.4127243403,0.4266906851,0.0020340347
3276,0.0246849987,0.9564304352,0.0013345442,0.0085752966,0.001532731,0.0074420054
3277,0.007703823,0.9734532982,0.001950248,0.0151841916,0.0011280438,0.0005803925
3278,0.0025604903,0.3115675449,0.6828957796,0.0008502402,0.0007287014,0.0013973166
3279,0.1432213825,0.5144415945,0.0027042511,0.3327812483,0.0058040476,0.0010474985
3280,0.0035245453,0.9833598137,0.0019150963,0.0075052814,0.0029899422,0.0007053683
3281,0.4582158802,0.0043076295,0.0008945334,0.2163757719,0.3192157671,0.0009904009
3282,0.000517679,0.9981537461,0.0004023181,0.0002408003,0.0001878888,0.0004974427
3283,0.1075781845,0.4246568249,0.00262328,0.4629475269,0.0014559605,0.0007382405
3284,0.0800406222,0.5176245663,0.0022793051,0.3813876432,0.0177498006,0.0009181371
3285,0.4899339676,0.2804678082,0.0068096817,0.2135029286,0.0069208089,0.002364764
3286,0.0394965901,0.741333286,0.0052565357,0.2025742475,0.0082724507,0.0030669083
3287,0.0800916851,0.1110075265,0.0166627206,0.7069620788,0.0827155197,0.0025603604
3288,0.0117569431,0.8261654675,0.0086896264,0.099382136,0.0199885075,0.0340173135
3289,0.0320223579,0.6660967171,0.0267766104,0.2334683388,0.0380571345,0.0035788213
3290,0.233519543,0.4264092147,0.0086558291,0.3034784347,0.0258088603,0.0021280484
3291,0.4994120281,0.4670818825,0.0012854363,0.0304173734,0.0011259963,0.0006772682
3292,0.5713963749,0.0353117205,0.0012450646,0.3889983483,0.0022693398,0.0007791771
3293,0.116282057,0.1825714521,0.0030676853,0.6871219277,0.0087807437,0.0021760975
3294,0.3727929387,0.2888450995,0.0034564917,0.3155181855,0.017021778,0.0023654824
3295,0.0740890056,0.0122536151,0.0012246028,0.0163309406,0.8876900673,0.008411794
3296,0.009979846,0.0297396816,0.0109510267,0.9367978275,0.0113387916,0.001192814
3297,0.0055979894,0.0305915961,0.0024270512,0.9535838366,0.0068872293,0.000912279
3298,0.0014375704,0.0013966736,0.9939818978,0.0007386329,0.0013003125,0.0011449179
3299,0.0819185218,0.0483603496,0.0034006226,0.8567377627,0.0083477756,0.0012349999
3300,0.5274225622,0.3121138737,0.0045196327,0.1441175118,0.0106156305,0.0012107666
3301,0.4141494135,0.0644792306,0.0066458599,0.4906740536,0.0222281163,0.0018233327
3302,0.0262617758,0.2513256543,0.3682843552,0.3390612975,0.0106946761,0.0043722445
3303,0.1657889532,0.6668151617,0.0091691022,0.1424030494,0.0124796915,0.0033440309
3304,0.0120100714,0.810548842,0.0079277363,0.1628672481,0.0041386699,0.0025075267
3305,0.0171419587,0.0037874826,0.0011835353,0.9752725363,0.0022120031,0.000402453
3306,0.0052546537,0.0168726239,0.9602671862,0.0145805329,0.0013294934,0.0016956123
3307,0.0022167747,0.0013872988,0.0004833746,0.070516957,0.9246180952,0.0007774638
3308,0.0350412969,0.100715328,0.0106353329,0.4046240896,0.4463054966,0.0026784862
3309,0.3048004336,0.0025373612,0.0008251407,0.498273708,0.1800358392,0.0135275412
3310,0.9827833176,0.0126357693,0.0010413759,0.0022111011,0.0007754381,0.000552983
3311,0.199704187,0.0796677973,0.0080382884,0.4078642875,0.0458122361,0.2589132184
3312,0.0003372623,0.9985422492,0.0004450462,0.0001797242,0.0001616676,0.0003340285
3313,0.0661485313,0.1302837068,0.0028738943,0.7877994378,0.0117162201,0.001178181
3314,0.0190303531,0.6813408732,0.0064964406,0.1946733892,0.0883625001,0.0100963935
3315,0.0128233086,0.0022621779,0.0005913136,0.9827174246,0.0013028991,0.000302884
3316,0.3060063925,0.018228872,0.0050248907,0.6115923822,0.0581106131,0.0010368798
3317,0.0269369611,0.9045928121,0.0062104479,0.0595824774,0.0015012759,0.001176036
3318,0.0174339339,0.0264935121,0.0137425587,0.9373408556,0.0038807904,0.0011083439
3319,0.0751717631,0.0627671164,0.0039638373,0.8404477239,0.0161156449,0.0015338845
3320,0.2935859581,0.4375700255,0.0055302077,0.1918349465,0.0695396451,0.0019392394
3321,0.251431097,0.2958692402,0.0446764785,0.3678086748,0.0381217751,0.0020927257
3322,0.4133402827,0.5079158312,0.0015232721,0.0684894481,0.0078137829,0.0009174403
3323,0.0240939744,0.2358823726,0.0030556554,0.6453870436,0.0201484845,0.0714324652
3324,0.0007749449,0.0004262055,0.0005030882,0.9972288013,0.0008241103,0.0002428701
3325,0.5143775468,0.0130832837,0.0029643531,0.4539432575,0.014368098,0.0012635276
3326,0.0317874029,0.7096937895,0.0040033535,0.2449055016,0.0078886678,0.0017212619
3327,0.7512130737,0.0800691769,0.0051355381,0.1511857361,0.010961662,0.0014349176
3328,0.9984161854,0.000465348,0.0002084805,0.000545685,0.0002395458,0.0001247629
3329,0.0467245257,0.2390686958,0.0032997328,0.2488050051,0.4606831633,0.0014189039
3330,0.4565667408,0.3868137542,0.0035829587,0.0509396326,0.0813735229,0.0207233843
3331,0.0906231144,0.6071040481,0.0039053081,0.2268134716,0.039306009,0.0322481007
3332,0.0045842761,0.0820578411,0.9075499773,0.0041649071,0.0007529283,0.0008900337
3333,0.0722863404,0.0274886247,0.0029928894,0.8427558541,0.0525012324,0.0019750464
3334,0.5230207443,0.0046742195,0.0102112535,0.4576659501,0.0034293814,0.0009984719
3335,0.3795645284,0.4262480438,0.0096210007,0.1674552932,0.0156628252,0.0014483687
3336,0.0288450513,0.3717242409,0.0027714245,0.5388445482,0.0559919532,0.0018227882
3337,0.0052197746,0.5340435132,0.0022960411,0.453074757,0.0043969419,0.0009690432
3338,0.0178372144,0.2449210843,0.0025342018,0.7263595462,0.0070246418,0.0013233098
3339,0.0007678035,0.0005621943,0.0003072795,0.9968920946,0.0012797239,0.0001908887
3340,0.0025291033,0.0014728407,0.0010407132,0.0015844544,0.7267445922,0.2666282654
3341,0.0334240173,0.1230104621,0.0025089641,0.7987588346,0.0401456179,0.0021520476
3342,0.0055251075,0.0076837563,0.0008297805,0.9798378944,0.0056544333,0.0004690174
3343,0.4182218825,0.0227278583,0.002673506,0.551006496,0.0044106696,0.0009596366
3344,0.000811805,0.0006859167,0.0028215146,0.9941789508,0.0011121965,0.0003897596
3345,0.6048603829,0.3256662099,0.0049717004,0.0618951205,0.0015114995,0.0010951086
3346,0.0015156652,0.9634996057,0.0328084314,0.0013192454,0.0003947621,0.0004623033
3347,0.555354837,0.0940247411,0.0028094481,0.3085357075,0.0102997523,0.0289755304
3348,0.001016181,0.9960463047,0.0007410296,0.0013108382,0.0004257407,0.0004599534
3349,0.0080954111,0.0443072492,0.0017885355,0.4496778846,0.4948969744,0.0012338787
3350,0.0076758172,0.6682605147,0.0042855511,0.0047312956,0.3129344285,0.0021124447
3351,0.0278359093,0.2873637751,0.4432227463,0.164457405,0.0469714459,0.0301486985
3352,0.9910076261,0.0033153703,0.0005485308,0.0043895957,0.0003407227,0.0003980706
3353,0.0053552063,0.0257768054,0.9482038617,0.0157517269,0.0033050852,0.00160725
3354,0.4458424938,0.5259904787,0.0017306563,0.0231546266,0.0024241364,0.0008575843
3355,0.5100519601,0.3195857242,0.025483116,0.1368926322,0.0065497246,0.0014368871
3356,0.5242213011,0.2734653426,0.0037887199,0.1345664944,0.0628811501,0.0010769872
3357,0.4992252354,0.0029575959,0.494432027,0.0017107932,0.001059282,0.000614983
3358,0.373569372,0.4794128699,0.0031367587,0.1394309707,0.003425461,0.001024573
3359,0.0017965582,0.8057627082,0.1907100987,0.0006057543,0.0003685211,0.000756381
3360,0.0064329174,0.0275731822,0.0021428585,0.5709633976,0.3910935894,0.0017940818
3361,0.9321707189,0.0503222346,0.001743643,0.0134458435,0.0017799781,0.0005375301
3362,0.5883835735,0.1501212626,0.0017521847,0.2549786162,0.0032462488,0.0015180902
3363,0.0525811492,0.3556233412,0.0029337488,0.5822016001,0.0053838938,0.0012761943
3364,0.3825727236,0.0149378369,0.0033290193,0.5917822719,0.0064154437,0.0009627357
3365,0.0495435926,0.0820561424,0.0029432336,0.8175052106,0.0457669776,0.0021848017
3366,0.9901371002,0.0016284887,0.0003169539,0.007165784,0.0005030071,0.0002485947
3367,0.0009291471,0.0121479486,0.3207052563,0.663045998,0.0027829227,0.0003887093
3368,0.6329428554,0.0032930265,0.0015167191,0.360206008,0.0013135376,0.0007277749
3369,0.1105051357,0.0150351143,0.0021063132,0.865898937,0.0057287498,0.0007257054
3370,0.0481260295,0.6390366852,0.0230355904,0.2849532604,0.0029295213,0.0019189827
3371,0.7640483975,0.0736004686,0.0100483985,0.1385557911,0.0127033413,0.0010435639
3372,0.0054569772,0.0030079113,0.0006456403,0.9888673127,0.0016903831,0.0003318088
3373,0.596149981,0.0549833588,0.0020939157,0.3206128199,0.02469869,0.0014612662
3374,0.6519646645,0.0445291512,0.0064108847,0.2716155052,0.0225254018,0.0029542663
3375,0.1282187738,0.2740347728,0.0024947901,0.581966266,0.0118506867,0.0014347172
3376,0.0284217062,0.7075250298,0.0036687997,0.222084333,0.0346889562,0.0036111833
3377,0.0015389078,0.0506560802,0.0038479683,0.0031662788,0.0244393516,0.9163514376
3378,0.0140710728,0.6350784043,0.3306551893,0.0168595441,0.0018336621,0.0015020558
3379,0.9549252987,0.0021169856,0.0006106641,0.0413522497,0.0005632364,0.0004315716
3380,0.0048377682,0.0021522918,0.001204627,0.9904018044,0.0010851682,0.0003184507
3381,0.0008306793,0.9973578056,0.0008287806,0.0004263811,0.0003614259,0.0001948705
3382,0.0214223461,0.7141705453,0.0107678769,0.2312873304,0.0195676703,0.0027841838
3383,0.0761632696,0.0246711746,0.0056122192,0.8767793775,0.0152866095,0.0014873625
3384,0.0125282695,0.5046305573,0.0134287629,0.4337325604,0.0341113996,0.0015685807
3385,0.0176985599,0.4614015073,0.0100057984,0.4805847406,0.028323004,0.0019863182
3386,0.0008350413,0.0005824182,0.0001896654,0.0015988337,0.9964163303,0.0003777585
3387,0.0171715102,0.1331921513,0.0015940841,0.8302973807,0.0167004959,0.0010444085
3388,0.4871324264,0.3090229351,0.1831733722,0.0170222726,0.0016585176,0.0019904829
3389,0.04028596,0.3400453469,0.0154968617,0.5989896506,0.0040848613,0.0010973312
3390,0.6635592729,0.2582800962,0.0144749738,0.0596250688,0.0030118328,0.0010487867
3391,0.0099479189,0.0672611879,0.0020249171,0.9159994125,0.0036178903,0.0011486763
3392,0.0075733289,0.3410341672,0.0059878929,0.6413698196,0.0025240977,0.0015106784
3393,0.0508839469,0.016332455,0.0014004022,0.8648168147,0.0650603697,0.0015059659
3394,0.9872695208,0.0004830936,0.0003936996,0.0100068208,0.0016823866,0.0001644654
3395,0.3589432174,0.0038985776,0.001251698,0.6295482963,0.0056940629,0.0006641912
3396,0.0011695403,0.000471697,0.0011014401,0.9958233833,0.0011979683,0.0002359911
3397,0.0158027802,0.8513318896,0.0298480764,0.0939884037,0.0072200177,0.0018087619
3398,0.0041817063,0.9228689075,0.0024500565,0.0041756206,0.0023392476,0.0639844995
3399,0.0342673313,0.5219956261,0.0027017013,0.4354999064,0.0043580639,0.0011774168
3400,0.3470416035,0.3910526218,0.0069188677,0.2461162465,0.007556594,0.0013140171
3401,0.0045030154,0.0042752442,0.0010880067,0.9810557961,0.0086809862,0.0003969676
3402,0.0257432801,0.0989707857,0.0037334549,0.8629443347,0.0070269005,0.0015812029
3403,0.003358217,0.0029689525,0.0007125697,0.9893189073,0.0033003029,0.0003410163
3404,0.0283008693,0.4535260051,0.0162506541,0.4762617648,0.0221213987,0.0035393168
3405,0.5815315992,0.0438240715,0.0055228572,0.3516460024,0.016363624,0.0011118701
3406,0.4531785599,0.0236068323,0.0016277281,0.5072322292,0.0132893561,0.0010652616
3407,0.024054917,0.4050374106,0.0183527441,0.5293222666,0.0208800822,0.0023526532
3408,0.0014464948,0.0008033344,0.0008243885,0.0008833726,0.8876367807,0.1084056422
3409,0.0432933271,0.0121727735,0.002677809,0.3399855494,0.5875125527,0.0143579924
3410,0.5163664147,0.0659747432,0.0019712018,0.3556052936,0.0590225015,0.0010598577
3411,0.3220261529,0.0123233481,0.0031152684,0.6505882442,0.010719277,0.0012276319
3412,0.0064253728,0.9909753203,0.0011572471,0.0008345258,0.0003188375,0.0002886611
3413,0.9934995174,0.0042103855,0.0006966598,0.0011258129,0.0002404025,0.0002272374
3414,0.0328764413,0.0143082489,0.0013403239,0.9479295313,0.0030033337,0.000542094
3415,0.9979498982,0.000546027,0.0001663847,0.0008784396,0.0003441113,0.0001150712
3416,0.0045612974,0.0006470883,0.0002850982,0.4969322004,0.4972453755,0.0003289238
3417,0.051185358,0.5960155819,0.0096337588,0.3394141921,0.0025689924,0.0011822071
3418,0.0173644121,0.5182195455,0.0041078596,0.4490562342,0.0080106533,0.0032412687
3419,0.0088170043,0.0466002735,0.0042611774,0.935153842,0.0041979484,0.0009696938
3420,0.1511017568,0.6008241773,0.0058433157,0.2264460418,0.0124380219,0.0033466803
3421,0.0067207743,0.0240216814,0.900991559,0.0601830184,0.0036380235,0.0044448874
3422,0.0249091983,0.4856101004,0.0033183531,0.4807864251,0.0046469138,0.0007290299
3423,0.2799378633,0.0761267468,0.0177616011,0.456351459,0.1669819802,0.0028402924
3424,0.0307826763,0.0504540987,0.0024471212,0.8901735842,0.0246293116,0.00151321
3425,0.215844203,0.5259147212,0.0024054472,0.246444542,0.008320018,0.0010709815
3426,0.035293737,0.0510096159,0.0055529976,0.8961041868,0.010844141,0.0011953292
3427,0.0456840011,0.0849023086,0.0092807615,0.8476220965,0.0104390318,0.0020718245
3428,0.0230725883,0.4915433228,0.0131131839,0.4679579604,0.0031556038,0.0011573255
3429,0.0203487568,0.3721664855,0.0080394267,0.5944517917,0.0041768333,0.0008167675
3430,0.0181378853,0.3210974783,0.0134922392,0.6356543452,0.0090543018,0.0025637874
3431,0.0057283598,0.9324828982,0.0046601184,0.0543928072,0.0019192278,0.0008167253
3432,0.964639008,0.0059285644,0.0017290473,0.019090388,0.0042580133,0.0043551023
3433,0.3689412624,0.0135405525,0.4258502632,0.1819922719,0.0083087946,0.001366915
3434,0.2268047705,0.0352436951,0.0206667865,0.6807074547,0.0333656734,0.0032117004
3435,0.002677022,0.0007050145,0.0003515501,0.9950186014,0.0010334053,0.0002145058
3436,0.0376339585,0.1185056209,0.1909382895,0.6304413577,0.014496879,0.0079839551
3437,0.0092743246,0.942253381,0.0090558121,0.034812703,0.0030515535,0.0015522676
3438,0.2128671099,0.0021120326,0.0018825231,0.7784710824,0.004077405,0.0005898403
3439,0.971706291,0.0082700464,0.0027002787,0.0157151521,0.0012249264,0.0003832862
3440,0.0309178671,0.0706193291,0.0331130049,0.8599526286,0.0039427589,0.001454393
3441,0.1045319199,0.3182355325,0.0186532142,0.5536048512,0.0034511227,0.0015234548
3442,0.0269917718,0.0139417845,0.0015208527,0.9501515627,0.0067189933,0.0006750631
3443,0.64454255,0.0062612781,0.0013713829,0.3364891267,0.0106649065,0.0006707763
3444,0.9551458955,0.0070214472,0.0008164427,0.0341852502,0.0023650374,0.0004659962
3445,0.0011876195,0.0005302734,0.001468604,0.9953314662,0.0011489127,0.000333036
3446,0.3350956415,0.0105312849,0.0015656699,0.3448155893,0.3062277095,0.0017641499
3447,0.3188093603,0.0392006254,0.0073015479,0.4914484471,0.1412057728,0.0020342438
3448,0.2953040274,0.4998891558,0.0063968492,0.1929442049,0.0044121746,0.0010536067
3449,0.0459991911,0.4752065887,0.007561627,0.4549666345,0.0143675652,0.0018984603
3450,0.0216769029,0.0017823431,0.000641778,0.9741886258,0.0013904383,0.0003199547
3451,0.9189775586,0.0034364279,0.0011335269,0.0736496869,0.002421239,0.0003815289
3452,0.0176109392,0.4089442043,0.0390414093,0.524339579,0.0081911264,0.0018727089
3453,0.304232855,0.0951953564,0.0023492936,0.5545400033,0.0414277536,0.0022547767
3454,0.0021709394,0.001689777,0.0004857172,0.9914084375,0.0040104775,0.0002346136
3455,0.4731299551,0.0089081984,0.0010357169,0.4862025678,0.0302201898,0.000503317
3456,0.0008215805,0.000424272,0.0002457085,0.9944659472,0.0038638538,0.0001786713
3457,0.0094387359,0.0115093081,0.0023261124,0.9729268551,0.0032239891,0.0005749813
3458,0.1916998979,0.0238331178,0.0031848107,0.3125383127,0.4665943183,0.0021495761
3459,0.5657348186,0.0538271114,0.0042598444,0.3675548658,0.0073963161,0.0012270949
3460,0.0163047799,0.2563708218,0.0030973517,0.7188396454,0.0045286959,0.000858712
3461,0.0272608528,0.197432921,0.0050613612,0.4297921912,0.3385689159,0.0018837277
3462,0.5111902971,0.0056777814,0.0009193862,0.3187707735,0.1622371336,0.0012046474
3463,0.0821143075,0.0378417928,0.0032172771,0.8505004247,0.025216966,0.0011091737
3464,0.0198920757,0.2777890651,0.004993361,0.6931571017,0.0031461773,0.0010222561
3465,0.1233907957,0.0044977821,0.0013628201,0.8647614419,0.005373375,0.0006138021
3466,0.6412614783,0.195933368,0.0041465171,0.1264675109,0.031006462,0.0011847048
3467,0.3276624689,0.0135004353,0.003060303,0.6314261854,0.0235720025,0.0007785842
3468,0.0194414132,0.4967589104,0.0023234623,0.4122082102,0.0683041426,0.0009638718
3469,0.3048082404,0.3215517693,0.0025121657,0.354128932,0.0157683479,0.0012305068
3470,0.0227004599,0.0540158782,0.0053437756,0.6206486076,0.2960781911,0.0012130978
3471,0.1747359539,0.0609947649,0.0071371246,0.387052734,0.3448610525,0.025218382
3472,0.0105782105,0.3315130578,0.0014431247,0.6525660949,0.0033083262,0.0005911668
3473,0.0231111499,0.6302314184,0.0046362355,0.0134157562,0.3274297922,0.0011756443
3474,0.6824438721,0.2706978619,0.0079336129,0.0343483721,0.0036100339,0.0009662526
3475,0.0299859415,0.3781199544,0.0042711885,0.258169122,0.3279426634,0.0015111321
3476,0.0205884669,0.1887039266,0.0698606617,0.7076079845,0.0106181633,0.0026208081
3477,0.8250935276,0.0468707225,0.0025942809,0.1055242668,0.019032962,0.0008842225
3478,0.1033820496,0.1331836618,0.2009080837,0.066358204,0.4931399459,0.0030280804
3479,0.2694584366,0.2560782564,0.0034786726,0.4591434499,0.010987638,0.0008536043
3480,0.0252354983,0.2326835226,0.010681791,0.7206327717,0.0094317283,0.001334615
3481,0.0149990412,0.1690531106,0.7738457719,0.0252141207,0.0150160932,0.0018718917
3482,0.0062450992,0.0434711399,0.0027397056,0.9384171367,0.0078548368,0.0012720466
3483,0.0356583759,0.2032819355,0.0026503392,0.4087312045,0.3439426447,0.0057354572
3484,0.1288173385,0.2816779241,0.0060905425,0.5634382069,0.0167182195,0.003257799
3485,0.0303034941,0.4643774442,0.0047952338,0.0996506121,0.3988767168,0.0019965634
3486,0.4629192054,0.0729160104,0.0040280464,0.4498481713,0.0091385038,0.0011500172
3487,0.0013787093,0.9952895641,0.0008341342,0.0018101084,0.0004428545,0.000244717
3488,0.0073709392,0.1357702021,0.0018444322,0.6895064935,0.0875952234,0.0779126697
3489,0.018836475,0.0073134522,0.0008888622,0.9685438871,0.0037744633,0.000642792
3490,0.0321511111,0.0062330231,0.0009554099,0.9571732581,0.0028269801,0.0006602275
3491,0.6798655838,0.0043336528,0.0010852394,0.1876149402,0.126036492,0.0010640633
3492,0.1028089169,0.0571733858,0.0070406329,0.8176911771,0.0140675812,0.0012183185
3493,0.0933496244,0.2604609728,0.0035536325,0.2974587381,0.3425112367,0.0026657601
3494,0.0714565516,0.0099998553,0.0059353351,0.866466701,0.0218306886,0.0243108997
3495,0.0168121192,0.0519364481,0.007148457,0.9046782851,0.0185222817,0.0009023399
3496,0.0680604827,0.0713612909,0.003623488,0.845758458,0.0099127261,0.0012835747
3497,0.3365615999,0.6534382076,0.000964678,0.0073077739,0.0013829395,0.000344791
3498,0.1293886596,0.3116442012,0.002290247,0.5420973785,0.0136514881,0.0009279642
3499,0.0484971199,0.9183313847,0.0033534957,0.0231743082,0.0059812657,0.0006624125
3500,0.0063746772,0.0143426163,0.0012897658,0.9167475104,0.0605691154,0.0006762527
3501,0.6674142835,0.0136776732,0.0008462441,0.3149467876,0.0027289126,0.000386054
3502,0.3481416771,0.1947670499,0.0031848601,0.4495792655,0.0033745572,0.0009525551
3503,0.0022117845,0.003685991,0.977691412,0.0141894559,0.0010655138,0.0011558225
3504,0.0705701353,0.1737418398,0.0056685209,0.7423272828,0.0062779564,0.0014142784
3505,0.120067019,0.2987821063,0.0032653494,0.5212037191,0.054675851,0.0020059166
3506,0.6624328873,0.0228399004,0.0010914564,0.3106814997,0.0024782164,0.0004761073
3507,0.0048859942,0.3235204138,0.0019949869,0.6319911095,0.0368857916,0.0007217284
3508,0.4295069398,0.0595354759,0.0034082524,0.2933211438,0.2127529422,0.0014752918
3509,0.2706597485,0.0180750825,0.0026300729,0.6961012632,0.0110371956,0.0014966631
3510,0.132361905,0.0575633012,0.0039858171,0.7861544092,0.0186004701,0.0013340901
3511,0.0679284678,0.3942620979,0.0039965901,0.195720245,0.3372643491,0.0008282473
3512,0.0012501635,0.0012246606,0.0012036251,0.9946943521,0.0013471331,0.0002799619
3513,0.0292805096,0.5556965014,0.0046143784,0.4021335443,0.0070669287,0.0012081544
3514,0.029851897,0.5422149201,0.132248125,0.2845047036,0.0089586015,0.0022217438
3515,0.4477900125,0.5060119675,0.0008004022,0.0429832786,0.0018548045,0.000559578
3516,0.9292956889,0.0075879091,0.0006299443,0.0491893748,0.0123757685,0.0009213556
3517,0.0073652572,0.9869368672,0.0012437366,0.0026578992,0.0014541572,0.000342099
3518,0.0114340488,0.5295016617,0.0023725717,0.4508268074,0.0041543215,0.0017106641
3519,0.4139645621,0.1036717128,0.0037688641,0.4661616832,0.0102423648,0.0021907792
3520,0.0163596239,0.0070461906,0.0013048634,0.9633549253,0.0114014302,0.0005329735
3521,0.5022215885,0.0027559577,0.0009307891,0.4877117781,0.0060255196,0.0003543039
